MWSC,Name,Type_n_Type,RAhour,RA,DEC,GLON,GLAT,r0,r1,r2,pmRA,pmDE,e_pm,RV,e_RV,o_RV,N1sr0,N1sr1,N1sr2,d,E(B-V),MOD,E(J-Ks),E(J-H),dH,logt,e_logt,Nt,rc,e_rc,rt,e_rt,k,e_k,Src,SType,[Fe/H],e_[Fe/H],o_[Fe/H]
1456,Ruprecht_58,-,8.247,123.70499610900879,-31.945,250.431,1.572,0.01,0.06,0.13,-1.43,2.95,0.52,999.99,99.99,0,4,24,77,2340.0,0.167,11.9,0.08,0.053,0.0,8.615,0.1,2,0.48,0.28,11.53,7.73,3.41,2.28,DIAS,dub,99.999,9.99,-
1457,Ruprecht_57,-,8.253,123.79500389099121,-26.97,246.325,4.392,0.01,0.05,0.1,-5.02,5.53,0.65,999.99,99.99,0,1,13,29,1764.0,0.208,11.299,0.1,0.067,0.0,8.975,0.0,-1,0.82,0.37,7.83,3.78,1.5,0.55,DIAS,-,99.999,9.99,-
1459,Haffner_26,-,8.2615,123.92250537872314,-30.829,249.605,2.346,0.018,0.065,0.115,-2.89,0.93,0.42,62.38,12.08,2,6,31,67,2589.0,0.416,12.2,0.2,0.133,0.0,8.0,0.0,-1,1.93,0.58,6.79,1.65,4.16,1.08,COCD,-,99.999,9.99,-
1463,ASCC_46,-,8.273,124.09499645233154,-48.47,264.386,-7.333,0.018,0.1,0.19,-5.53,7.17,0.64,999.99,99.99,0,3,43,129,899.0,0.1,9.801,0.048,0.032,-0.025,7.8,0.0,-1,1.55,0.71,5.55,2.08,3.01,1.15,COCD,-,99.999,9.99,-
1465,Pismis_2,-,8.2994,124.49100494384766,-41.67,258.856,-3.331,0.02,0.102,0.225,-4.63,6.78,0.53,49.0,2.82,9,10,84,277,2754.0,1.291,12.615,0.62,0.414,0.0,9.055,0.0,-1,1.49,0.4,17.21,5.09,3.08,0.64,DIAS,-,-0.07,0.23,-
1466,Pismis_1,-,8.305,124.57500457763672,-37.1,255.107,-0.713,0.01,0.035,0.075,-3.59,4.49,1.11,999.99,99.99,0,3,7,11,5903.0,0.583,14.043,0.28,0.187,0.0,7.8,0.0,-1,1.61,0.41,14.91,3.86,1.21,0.29,DIAS,-,99.999,9.99,-
1467,NGC_2567,-,8.3095,124.64249610900879,-30.65,249.803,2.959,0.02,0.1,0.17,-1.85,2.32,0.28,35.79,3.79,4,7,73,165,1678.0,0.129,11.165,0.062,0.041,0.0,8.645,0.068,7,0.8,0.2,9.01,2.44,11.47,2.15,COCD,-,-0.075,0.09,-
1469,NGC_2571,-,8.3157,124.73549365997314,-29.735,249.09,3.54,0.015,0.12,0.19,-3.38,3.95,0.35,27.0,0.25,3,1,64,116,1339.0,0.139,10.679,0.067,0.045,0.0,7.35,0.0,-1,1.5,0.35,7.75,1.73,6.35,0.84,COCD,-,0.05,9.99,-
1470,Ivanov_8,-,8.3194,124.79099750518799,-35.65,254.007,0.247,0.01,0.06,0.1,-3.0,4.02,1.04,999.99,99.99,0,2,29,55,1194.0,0.479,10.539,0.23,0.153,-0.03,7.8,0.0,-1,0.43,0.07,5.28,0.96,52.64,7.35,DIAS,-,99.999,9.99,-
1471,Moitinho_1,-,8.3214,124.82099533081055,-45.208,261.931,-5.113,0.01,0.045,0.085,-4.03,5.48,1.5,999.99,99.99,0,1,14,23,1146.0,0.947,10.601,0.455,0.303,0.03,8.635,0.0,-1,0.2,0.07,4.0,1.52,30.46,13.45,DIAS,-,99.999,9.99,-
1473,Ruprecht_156,-,8.326,124.8900032043457,-45.35,262.076,-5.152,0.01,0.06,0.1,-7.08,5.07,1.23,999.99,99.99,0,3,20,52,2720.0,0.396,12.3,0.19,0.127,0.0,9.31,0.048,12,1.01,0.31,10.51,2.86,1.64,0.53,DREM,ast,99.999,9.99,-
1476,NGC_2580,-,8.3585,125.37749290466309,-30.295,249.867,3.683,0.018,0.05,0.125,-3.83,1.16,0.96,999.99,99.99,0,3,11,23,5067.0,0.237,13.6,0.114,0.076,0.0,8.4,0.0,-1,1.62,0.67,18.42,8.42,0.77,0.27,DIAS,-,99.999,9.99,-
1477,AH03_J0822-36.4,-,8.369,125.53500652313232,-36.405,254.97,0.314,0.018,0.09,0.14,-3.26,9.73,0.62,999.99,99.99,0,4,59,128,1634.0,0.416,11.2,0.2,0.133,0.0,8.915,0.0,-1,0.54,0.29,7.3,4.44,4.23,2.02,DIAS,-,99.999,9.99,-
1480,NGC_2588,-,8.387,125.8050012588501,-32.97,252.277,2.459,0.01,0.065,0.14,0.04,3.17,0.58,999.99,99.99,0,2,25,80,2421.0,0.25,12.0,0.12,0.08,0.015,8.9,0.0,-1,0.92,0.35,10.26,4.3,3.06,0.94,DIAS,-,99.999,9.99,-
1481,Collinder_185,-,8.389,125.83499908447266,-36.33,255.047,0.556,0.01,0.075,0.13,-5.61,4.01,0.81,999.99,99.99,0,2,29,94,1477.0,0.25,10.927,0.12,0.08,0.0,8.18,0.0,-1,1.12,0.51,5.21,2.16,2.81,0.84,COCD,-,99.999,9.99,-
1482,NGC_2587,-,8.3905,125.85750102996826,-29.493,249.443,4.481,0.02,0.1,0.17,-2.16,3.7,0.44,999.99,99.99,0,5,33,56,2701.0,0.1,12.19,0.048,0.032,0.0,8.7,0.0,-1,1.71,0.49,16.75,5.22,1.98,0.37,DIAS,-,99.999,9.99,-
1485,Ruprecht_60,-,8.4072,126.10799789428711,-47.2,264.087,-5.503,0.01,0.075,0.12,-4.6,5.39,1.08,999.99,99.99,0,1,18,43,5739.0,0.639,14.0,0.307,0.205,0.0,8.6,0.0,-1,3.79,0.75,21.8,4.03,0.81,0.1,DIAS,-,99.999,9.99,-
1489,Saurer_2,-,8.424,126.3599967956543,-39.64,257.992,-1.011,0.018,0.037,0.08,-6.62,8.13,1.14,999.99,99.99,0,7,17,50,6020.0,1.249,14.3,0.6,0.4,0.0,9.25,0.0,-1,1.4,0.36,15.56,4.28,2.06,0.48,DIAS,-,99.999,9.99,-
1493,SAI_90,-,8.4682,127.0229959487915,-41.77,260.019,-1.837,0.018,0.06,0.105,-3.79,6.32,0.93,999.99,99.99,0,6,29,76,3112.0,1.041,12.8,0.5,0.333,0.0,9.105,0.032,14,0.92,0.25,11.56,3.44,4.05,1.04,DIAS,-,99.999,9.99,-
1494,FSR_1390,-,8.4728,127.09200382232666,-40.083,258.679,-0.811,0.01,0.045,0.09,-2.93,4.0,0.98,999.99,99.99,0,5,28,71,2397.0,1.249,12.3,0.6,0.4,0.02,8.3,0.0,-1,0.79,0.16,6.34,1.18,8.84,1.69,DIAS,irc,99.999,9.99,-
1495,NGC_2609,-,8.4922,127.3829984664917,-61.1,276.134,-12.748,0.02,0.06,0.085,-4.2,5.1,0.96,999.99,99.99,0,2,18,24,1481.0,0.458,11.0,0.22,0.147,0.0,8.48,0.0,1,1.21,0.43,4.71,1.3,2.01,0.58,DIAS,-,99.999,9.99,-
1496,Ruprecht_157,-,8.497,127.45499610900879,-19.12,241.651,11.571,0.025,0.085,0.16,-2.34,4.27,0.52,999.99,99.99,0,4,25,73,2311.0,0.562,12.0,0.27,0.18,0.0,8.7,0.0,-1,1.18,0.5,13.23,6.22,1.71,0.54,DIAS,-,99.999,9.99,-
1497,vdBergh-Hagen_34,-,8.52,127.80000686645508,-44.505,262.57,-2.981,0.02,0.077,0.15,-5.4,4.64,0.61,24.0,5.0,1,6,41,150,950.0,0.029,9.898,0.014,0.009,-0.03,8.48,0.0,-1,0.92,0.56,4.7,2.7,1.98,0.72,COCD,-,99.999,9.99,-
1498,Pismis_3,-,8.521,127.81499862670898,-38.658,257.854,0.479,0.02,0.105,0.205,-4.8,10.29,0.39,999.99,99.99,0,9,160,449,1418.0,1.187,11.14,0.57,0.38,-0.04,8.925,0.03,8,3.05,0.39,8.22,0.71,33.55,5.09,DIAS,-,99.999,9.99,-
1499,ESO_313-03,-,8.5272,127.90799617767334,-41.787,260.421,-1.313,0.01,0.05,0.105,-2.22,4.67,1.37,999.99,99.99,0,1,13,47,4269.0,1.083,13.5,0.52,0.347,0.0,8.6,0.0,-1,1.76,0.76,11.25,4.7,0.79,0.24,DIAS,-,99.999,9.99,-
1500,ASCC_47,-,8.5298,127.94700622558594,-39.055,258.235,0.327,0.02,0.155,0.28,-8.0,6.65,0.45,11.0,7.4,1,3,101,357,780.0,0.125,9.501,0.06,0.04,-0.014,7.88,0.0,-1,1.76,1.02,5.71,2.6,1.7,0.95,COCD,-,99.999,9.99,-
1503,Ruprecht_62,-,8.5435,128.15249919891357,-19.683,242.505,11.794,0.01,0.065,0.12,-0.93,2.29,0.7,999.99,99.99,0,1,16,38,2160.0,0.396,11.8,0.19,0.127,0.04,8.735,0.046,4,0.65,0.29,9.95,5.02,3.03,1.32,DIAS,dub,99.999,9.99,-
1504,Ruprecht_63,-,8.544,128.15999507904053,-48.295,265.786,-5.014,0.01,0.07,0.12,-2.1,11.73,0.91,999.99,99.99,0,2,27,69,4829.0,0.562,13.6,0.27,0.18,0.0,8.9,0.0,-1,2.68,0.35,17.78,2.3,2.61,0.25,DIAS,-,99.999,9.99,-
1505,FSR_1411,-,8.573,128.5949993133545,-43.86,262.388,-2.139,0.025,0.095,0.2,-3.67,2.37,0.77,999.99,99.99,0,5,34,110,912.0,0.625,10.001,0.3,0.2,-0.01,7.5,0.0,-1,1.29,0.21,6.17,0.92,28.03,2.38,FPRO,-,99.999,9.99,-
1506,ASCC_48,-,8.5775,128.6625051498413,-37.63,257.423,1.626,0.02,0.1,0.17,-10.75,10.43,0.91,22.5,0.01,2,1,21,51,550.0,0.0,8.702,0.0,0.0,-0.02,9.185,0.021,3,0.5,0.2,2.71,1.01,14.21,3.52,COCD,-,99.999,9.99,-
1509,vdBergh-Hagen_37,-,8.5965,128.94750595092773,-43.618,262.347,-1.79,0.01,0.06,0.12,-2.14,7.4,0.9,999.99,99.99,0,4,23,55,5202.0,1.457,14.05,0.7,0.467,0.0,7.5,0.0,-1,2.03,0.43,22.36,5.24,1.79,0.31,DIAS,-,99.999,9.99,-
1510,FSR_1397,-,8.617,129.25499439239502,-40.385,259.903,0.339,0.022,0.055,0.115,-3.18,2.83,0.77,999.99,99.99,0,13,36,92,2068.0,1.312,12.0,0.63,0.42,0.0,7.78,0.001,3,0.96,0.2,9.2,2.02,7.17,1.15,FPRO,-,99.999,9.99,-
1511,SAI_91,-,8.617,129.25499439239502,-50.04,267.623,-5.475,0.01,0.065,0.115,-4.03,1.71,0.94,999.99,99.99,0,1,20,55,3330.0,0.583,12.8,0.28,0.187,0.0,8.83,0.0,-1,1.46,0.39,10.06,2.67,2.82,0.53,DIAS,-,99.999,9.99,-
1512,FSR_1401,-,8.6175,129.26250457763672,-42.365,261.485,-0.852,0.015,0.065,0.115,-1.51,3.55,0.65,999.99,99.99,0,4,45,122,4178.0,1.228,13.5,0.59,0.394,0.05,6.75,0.0,-1,2.73,0.9,13.33,2.94,0.3,0.09,FPRO,-,99.999,9.99,-
1513,FSR_1412,-,8.6213,129.31949615478516,-44.131,262.918,-1.885,0.015,0.08,0.115,-3.83,7.21,0.64,24.1,99.99,1,4,46,76,2644.0,1.208,12.5,0.58,0.387,0.042,7.05,0.0,-1,1.65,1.26,13.32,10.83,0.25,0.11,DIAS,irc,99.999,9.99,-
1514,NGC_2627,-,8.622,129.3299961090088,-29.945,251.579,6.667,0.02,0.09,0.165,-5.0,2.57,0.33,25.99,1.19,3,9,54,117,2712.0,0.104,12.2,0.05,0.033,-0.02,9.225,0.037,27,1.13,0.28,11.81,3.17,5.36,1.06,COCD,-,-0.12,0.08,-
1515,Ruprecht_64,-,8.618,129.27000045776367,-40.185,259.75,0.469,0.04,0.26,0.45,-6.15,5.95,0.32,26.9,5.9,2,10,265,762,619.0,0.125,8.999,0.06,0.04,-0.03,8.45,0.0,-1,1.46,0.44,7.38,2.11,7.66,1.16,COCD,-,99.999,9.99,-
1516,Pismis_5,-,8.6277,129.4154977798462,-39.58,259.336,0.923,0.016,0.06,0.135,-6.96,4.25,0.94,999.99,99.99,0,3,24,53,702.0,0.833,9.5,0.4,0.267,-0.03,7.3,0.0,-1,0.15,0.03,2.78,0.69,186.6,52.16,DIAS,-,99.999,9.99,-
1518,FSR_1406,-,8.638,129.569993019104,-42.35,261.61,-0.662,0.01,0.06,0.117,-3.71,8.1,0.63,999.99,99.99,0,2,53,168,3208.0,1.457,13.0,0.7,0.467,0.0,6.9,0.0,-1,1.35,0.5,13.35,5.35,1.16,0.35,FPRO,-,99.999,9.99,-
1519,NGC_2635,-,8.6406,129.6090030670166,-34.775,255.599,3.952,0.025,0.085,0.145,-8.02,0.79,1.49,999.99,99.99,0,3,20,44,3789.0,0.333,13.0,0.16,0.107,0.0,8.73,0.074,4,1.56,0.53,18.68,6.95,1.12,0.33,DIAS,-,-0.61,9.99,-
1520,Pismis_6,-,8.651,129.76500034332275,-46.235,264.785,-2.909,0.02,0.105,0.18,-6.35,7.16,0.4,16.76,4.0,3,7,111,276,1668.0,0.381,11.234,0.183,0.122,0.025,7.58,0.0,-1,1.49,0.3,9.18,1.85,7.03,0.77,COCD,-,99.999,9.99,-
1524,FSR_1441,-,8.658,129.86999988555908,-47.1,265.517,-3.377,0.01,0.075,0.125,-5.05,7.73,0.81,999.99,99.99,0,1,42,93,1659.0,0.625,11.3,0.3,0.2,0.0,8.73,0.0,1,0.68,0.3,5.72,2.71,4.99,1.52,DIAS,irc,99.999,9.99,-
1526,FSR_1415,-,8.673,130.0950050354004,-44.725,263.727,-1.806,0.018,0.075,0.12,-6.16,4.93,0.99,999.99,99.99,0,8,37,48,3473.0,1.978,13.34,0.95,0.634,0.02,9.25,0.0,-1,2.58,0.34,9.44,0.95,5.94,0.65,DIAS,irc,99.999,9.99,-
1527,NGC_2632,-,8.673,130.0950050354004,19.69,205.885,32.482,0.2,1.81,3.1,-36.54,-13.36,0.11,33.42,0.52,66,24,396,511,187.0,0.01,6.363,0.005,0.003,-0.03,8.92,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,COCD,-,0.094,0.107,-
1529,IC_2391,-,8.671,130.0649929046631,-53.028,270.329,-6.868,0.06,0.485,0.775,-24.2,23.42,0.62,14.65,1.39,19,1,67,139,165.0,0.052,6.104,0.025,0.017,0.0,8.05,0.0,-1,1.54,1.26,2.52,0.92,27.56,46.02,COCD,-,-0.155,0.1,-
1530,Ruprecht_66,-,8.6745,130.117506980896,-38.055,258.457,2.284,0.01,0.065,0.125,-6.37,9.67,0.87,999.99,99.99,0,2,31,91,3552.0,0.77,13.0,0.37,0.247,0.0,8.91,0.043,13,2.07,0.57,12.8,3.46,1.53,0.26,DIAS,-,99.999,9.99,-
1531,FSR_1345,-,8.6807,130.21050453186035,-25.375,248.343,10.02,0.02,0.11,0.173,-0.15,3.98,0.78,999.99,99.99,0,4,10,18,2330.0,1.749,12.4,0.84,0.56,0.09,6.95,0.0,1,1.01,0.44,9.21,4.1,1.75,0.67,FPOS,-,99.999,9.99,-
1532,Pismis_7,-,8.6867,130.30049800872803,-38.707,259.061,1.999,0.015,0.085,0.155,-3.54,8.67,0.82,999.99,99.99,0,3,38,103,4783.0,0.937,13.7,0.45,0.3,0.0,8.705,0.075,10,2.1,0.95,18.39,8.9,0.52,0.17,DIAS,-,99.999,9.99,-
1533,Pismis_8,-,8.6943,130.41449546813965,-46.267,265.084,-2.572,0.015,0.06,0.115,-4.97,9.43,0.7,999.99,99.99,0,5,43,122,1363.0,0.708,10.9,0.34,0.227,0.0,7.43,0.0,-1,0.24,0.1,3.38,1.53,34.93,14.72,DIAS,-,99.999,9.99,-
1534,Ruprecht_67,-,8.696,130.44000148773193,-43.395,262.827,-0.795,0.018,0.08,0.17,-10.05,3.2,0.53,-15.4,0.8,0,7,65,227,1342.0,0.5,10.8,0.24,0.16,0.0,8.6,0.0,-1,0.73,0.16,7.26,1.74,15.37,2.51,COCD,-,99.999,9.99,-
1537,IC_2395,-,8.71,130.6500005722046,-48.133,266.658,-3.591,0.01,0.1,0.23,-5.26,3.97,0.78,13.25,9.76,4,2,45,159,701.0,0.146,9.275,0.07,0.047,0.0,7.27,0.048,2,0.53,0.18,4.51,1.58,20.89,4.1,COCD,-,0.0,9.99,-
1538,NGC_2659,-,8.7095,130.64250469207764,-44.985,264.171,-1.659,0.02,0.085,0.12,-6.0,5.3,0.48,999.99,99.99,0,4,89,159,1713.0,0.51,11.333,0.245,0.163,0.0,7.36,0.082,2,2.17,0.27,5.64,0.47,20.68,3.09,COCD,-,99.999,9.99,-
1539,NGC_2660,-,8.711,130.66500663757324,-47.197,265.925,-3.008,0.01,0.06,0.115,-6.85,4.6,1.14,21.34,0.46,5,2,23,65,2817.0,0.468,12.4,0.225,0.15,0.0,9.1,0.0,-1,0.87,0.08,11.12,1.11,57.95,4.46,DIAS,-,0.04,0.04,-
1540,ESO_432-03,-,8.7165,130.74750423431396,-27.865,250.654,8.909,0.01,0.075,0.12,-3.38,7.49,0.44,999.99,99.99,0,2,27,54,1831.0,0.271,11.401,0.13,0.087,0.0,9.2,0.0,-1,0.75,0.24,5.15,1.42,5.05,1.45,DIAS,-,99.999,9.99,-
1541,FSR_1382,-,8.7155,130.7324981689453,-35.785,256.962,4.064,0.015,0.06,0.115,-5.73,4.97,0.84,999.99,99.99,0,4,30,81,1811.0,0.5,11.45,0.24,0.16,0.0,9.1,0.048,5,1.17,0.3,5.68,1.28,5.65,1.01,FPOS,-,99.999,9.99,-
1542,NGC_2658,-,8.725,130.8750057220459,-32.665,254.562,6.072,0.02,0.12,0.23,-3.13,1.7,0.44,999.99,99.99,0,3,53,82,3123.0,0.083,12.5,0.04,0.027,-0.02,8.975,0.025,27,1.94,0.3,19.16,3.22,5.62,0.63,DIAS,-,99.999,9.99,-
1544,ESO_313-11,-,8.7286,130.92899322509766,-37.7,258.57,3.008,0.01,0.033,0.075,-3.7,5.59,1.68,999.99,99.99,0,2,10,40,3010.0,0.333,12.5,0.16,0.107,0.0,9.5,0.0,-1,2.03,0.8,6.19,1.74,1.61,0.62,DIAS,non,99.999,9.99,-
1546,FSR_1399,-,8.736,131.04000091552734,-39.365,259.934,2.046,0.02,0.07,0.125,-4.38,8.07,0.66,999.99,99.99,0,6,49,91,3308.0,1.249,13.0,0.6,0.4,0.03,8.3,0.0,-1,1.07,0.37,14.8,5.54,2.3,0.72,FPRO,-,99.999,9.99,-
1547,Ruprecht_68,-,8.7432,131.14800453186035,-35.885,257.249,4.267,0.01,0.08,0.14,-8.19,8.66,0.77,999.99,99.99,0,3,52,105,2181.0,0.333,11.8,0.16,0.107,0.0,9.35,0.028,16,3.84,0.83,8.25,1.03,4.49,1.44,DIAS,-,99.999,9.99,-
1548,Ruprecht_69,-,8.7413,131.1194944381714,-47.57,266.409,-2.996,0.015,0.055,0.11,-5.87,10.8,0.96,999.99,99.99,0,4,21,65,2010.0,0.573,11.7,0.275,0.183,0.0,9.0,0.0,-1,0.77,0.17,7.03,1.47,7.93,1.61,DIAS,non,99.999,9.99,-
1549,SAI_94,-,8.7448,131.17199420928955,-46.285,265.422,-2.171,0.01,0.047,0.09,-4.38,8.06,1.04,30.9,1.78,1,2,18,47,3886.0,0.521,13.115,0.25,0.167,0.0,9.09,0.036,9,1.05,0.22,13.0,2.95,4.56,0.91,DIAS,-,99.999,9.99,-
1550,Bochum_7,-,8.746,131.19000434875488,-45.98,265.19,-1.972,0.015,0.085,0.19,-3.47,4.33,1.15,49.0,2.63,6,2,10,39,6059.0,0.895,14.2,0.43,0.287,0.03,7.5,0.0,-1,1.61,0.76,26.29,11.83,0.37,0.22,COCD,-,99.999,9.99,-
1552,Collinder_196,-,8.7505,131.25749588012695,-31.625,253.935,6.966,0.02,0.09,0.18,-3.94,1.06,0.42,999.99,99.99,0,4,35,111,1393.0,0.25,10.8,0.12,0.08,-0.03,9.26,0.0,-1,1.65,0.98,8.44,4.73,0.95,0.3,DIAS,non,99.999,9.99,-
1554,NGC_2670,-,8.7595,131.39249324798584,-48.82,267.504,-3.629,0.018,0.07,0.11,-11.95,6.2,0.74,17.2,0.83,7,4,38,80,1294.0,0.437,10.7,0.21,0.14,0.0,8.14,0.0,-1,0.64,0.14,4.44,0.99,18.25,2.8,COCD,-,99.999,9.99,-
1555,FSR_1434,-,8.758,131.37000560760498,-45.402,264.816,-1.514,0.012,0.085,0.17,-7.33,9.46,0.48,999.99,99.99,0,3,93,298,1367.0,0.625,10.88,0.3,0.2,-0.02,9.035,0.028,12,1.12,0.23,8.59,1.8,11.93,1.25,FPRO,-,99.999,9.99,-
1558,NGC_2671,-,8.7702,131.552996635437,-41.867,262.135,0.795,0.01,0.085,0.185,-4.87,2.47,0.45,999.99,99.99,0,5,108,328,1309.0,0.979,10.9,0.47,0.313,0.0,8.53,0.0,-1,1.23,0.12,7.96,0.75,56.52,2.55,DIAS,-,99.999,9.99,-
1561,NGC_2669,-,8.7745,131.61749839782715,-52.94,270.834,-6.075,0.025,0.14,0.275,-11.12,6.1,0.45,21.06,0.15,1,7,146,442,1057.0,0.25,10.201,0.12,0.08,0.0,8.405,0.0,-1,1.5,0.46,7.07,2.0,6.59,1.15,COCD,-,99.999,9.99,-
1564,DBSB_27,-,8.7775,131.66250228881836,-43.884,263.76,-0.404,0.01,0.042,0.065,-4.51,3.0,1.55,16.61,99.99,0,1,13,27,2479.0,1.332,12.4,0.64,0.427,0.08,8.01,0.002,2,0.48,0.22,5.34,2.42,4.24,1.91,BOPN,irc,99.999,9.99,-
1565,NGC_2664,-,8.7895,131.84250354766846,12.6,214.367,31.349,0.015,0.11,0.19,-7.07,-4.65,0.7,87.9,3.9,1,1,12,27,1659.0,0.625,11.3,0.3,0.2,0.03,8.29,0.0,1,1.69,0.68,9.56,3.72,1.36,0.31,DREM,ast,99.999,9.99,-
1566,ESO_211-01,-,8.787,131.8049955368042,-52.065,270.217,-5.442,0.012,0.065,0.125,-8.63,2.12,1.06,999.99,99.99,0,2,25,74,3413.0,0.729,12.9,0.35,0.233,0.02,8.76,0.056,8,1.43,0.44,13.47,4.48,1.71,0.41,DIAS,-,99.999,9.99,-
1567,Trumpler_10,-,8.7915,131.87250137329102,-42.4,262.699,0.646,0.03,0.22,0.39,-12.0,6.9,0.5,15.0,15.0,2,8,98,291,417.0,0.029,8.11,0.014,0.009,0.0,7.38,0.0,-1,0.65,0.23,3.67,1.27,23.97,4.09,COCD,-,99.999,9.99,-
1568,FSR_1418,-,8.7943,131.91450119018555,-43.999,263.963,-0.335,0.018,0.07,0.14,-6.67,6.4,0.75,20.0,99.99,1,7,40,154,1249.0,0.521,10.65,0.25,0.167,0.0,8.85,0.033,2,0.27,0.1,5.78,2.28,25.93,10.98,FPRO,-,99.999,9.99,-
1569,ASCC_49,-,8.7975,131.9624948501587,-38.0,259.314,3.46,0.03,0.16,0.27,-7.0,3.4,0.65,999.99,99.99,0,4,75,216,629.0,0.021,9.0,0.01,0.007,-0.05,7.895,0.0,1,0.96,0.56,4.94,2.66,4.16,1.16,COCD,-,99.999,9.99,-
1574,Ruprecht_71,-,8.8225,132.33750343322754,-46.878,266.386,-1.918,0.015,0.095,0.155,-3.17,6.17,0.5,999.99,99.99,0,4,86,192,1300.0,0.05,10.586,0.024,0.016,0.0,8.84,0.0,-1,2.29,0.43,5.57,0.68,19.31,4.94,COCD,-,99.999,9.99,-
1575,vdBergh-Hagen_54,-,8.8281,132.4215030670166,-44.367,264.478,-0.285,0.01,0.052,0.115,-5.94,9.9,0.65,999.99,99.99,0,3,45,138,1239.0,0.729,10.7,0.35,0.233,0.0,7.5,0.0,-1,0.34,0.09,4.95,1.47,23.57,6.75,DIAS,-,99.999,9.99,-
1579,ASCC_50,-,8.8395,132.5925064086914,-41.72,262.509,1.489,0.035,0.13,0.25,-6.55,4.91,0.5,17.13,8.67,3,9,96,349,846.0,0.229,9.711,0.11,0.073,-0.01,7.8,0.0,-1,4.14,0.82,6.12,0.5,29.94,12.91,COCD,-,99.999,9.99,-
1582,FSR_1424,-,8.844,132.65999794006348,-43.832,264.173,0.187,0.015,0.065,0.1,-13.1,6.29,0.78,999.99,99.99,0,3,34,73,1829.0,1.208,11.7,0.58,0.387,0.0,8.4,0.0,-1,0.59,0.26,4.13,1.71,6.04,2.07,FPRO,-,99.999,9.99,-
1584,FSR_1454,-,8.852,132.78000354766846,-48.477,267.814,-2.7,0.01,0.045,0.085,-9.1,5.11,0.86,999.99,99.99,0,4,24,56,2187.0,0.625,11.9,0.3,0.2,0.0,8.9,0.0,-1,0.42,0.14,6.26,2.04,7.88,3.22,FPRO,-,99.999,9.99,-
1585,NGC_2682,-,8.8565,132.84749507904053,11.815,215.684,31.917,0.1,0.55,1.03,-7.31,-5.92,0.08,33.58,0.19,40,147,637,907,890.0,0.05,9.763,0.024,0.016,-0.017,9.535,0.009,149,1.62,0.15,17.98,1.86,36.48,2.47,COCD,-,-0.102,0.081,-
1587,ESO_211-03,-,8.86,132.8999948501587,-50.245,269.231,-3.763,0.01,0.075,0.155,-2.38,6.12,0.61,999.99,99.99,0,4,55,160,4269.0,1.083,13.5,0.52,0.347,-0.02,9.035,0.018,22,1.8,0.56,16.31,5.51,1.92,0.4,DIAS,-,99.999,9.99,-
1589,FSR_1430,-,8.8645,132.9675006866455,-44.253,264.638,0.089,0.012,0.055,0.11,-11.48,6.06,0.94,999.99,99.99,0,4,35,84,6737.0,2.665,15.0,1.28,0.854,0.0,8.5,0.0,-1,2.39,0.58,27.64,7.3,0.83,0.17,DIAS,irc,99.999,9.99,-
1591,Ruprecht_72,-,8.8675,133.01250457763672,-37.61,259.536,4.35,0.01,0.045,0.1,-3.89,3.89,1.63,999.99,99.99,0,2,12,47,2242.0,0.146,11.8,0.07,0.047,-0.04,9.4,0.0,-1,0.65,0.24,7.07,2.75,4.04,1.45,DIAS,-,99.999,9.99,-
1592,Ruprecht_158,-,8.874,133.10999393463135,-37.555,259.543,4.444,0.012,0.055,0.125,-1.3,2.32,1.45,999.99,99.99,0,2,15,75,2720.0,0.396,12.3,0.19,0.127,0.0,9.15,0.0,-1,2.02,0.82,10.03,3.58,0.65,0.19,DREM,ast,99.999,9.99,-
1594,FSR_1432,-,8.8822,133.233003616333,-44.185,264.708,0.279,0.015,0.055,0.1,-4.94,6.18,1.04,999.99,99.99,0,3,18,67,1904.0,1.249,11.8,0.6,0.4,0.03,8.1,0.0,-1,0.9,0.16,5.13,0.82,14.33,1.93,FPRO,-,99.999,9.99,-
1597,FSR_1452,-,8.8885,133.3275032043457,-47.92,267.617,-2.064,0.015,0.055,0.115,-2.74,10.15,1.2,999.99,99.99,0,5,19,72,2070.0,0.375,11.7,0.18,0.12,0.0,9.05,0.0,-1,0.91,0.23,7.49,1.7,4.08,0.96,FPRO,-,99.999,9.99,-
1599,FSR_1304,-,8.8893,133.33950519561768,-14.785,241.336,18.667,0.018,0.11,0.18,-0.75,-0.99,0.58,999.99,99.99,0,2,26,55,5168.0,0.104,13.6,0.05,0.033,0.0,9.25,0.0,-1,3.26,1.17,21.96,7.28,0.27,0.08,FPOS,-,99.999,9.99,-
1600,vdBergh-Hagen_55,-,8.9365,134.04749393463135,-39.51,261.518,3.753,0.02,0.08,0.14,-5.28,6.55,0.87,999.99,99.99,0,5,21,44,3642.0,2.155,13.5,1.035,0.69,0.1,7.45,0.0,-1,2.03,0.68,17.13,6.14,1.01,0.21,DIAS,dub,99.999,9.99,-
1604,FSR_1435,-,8.9515,134.27249908447266,-43.765,264.87,1.122,0.025,0.1,0.23,-9.37,12.58,0.99,999.99,99.99,0,4,18,61,1296.0,2.602,11.401,1.25,0.834,-0.03,6.0,0.0,-1,0.5,0.14,10.24,3.24,18.61,5.48,FPRO,-,99.999,9.99,-
