col0,ID,RA,dec,Av,DM0,Fe_H,logt,CampaignLength_u,CampaignLength_g,CampaignLength_r,CampaignLength_i,CampaignLength_z,CampaignLength_y,Coaddm5_u,Coaddm5_g,Coaddm5_r,Coaddm5_i,Coaddm5_z,Coaddm5_y,CrowdingM5_u,CrowdingM5_g,CrowdingM5_r,CrowdingM5_i,CrowdingM5_z,CrowdingM5_y,InterNightGaps_u,InterNightGaps_g,InterNightGaps_r,InterNightGaps_i,InterNightGaps_z,InterNightGaps_y,IntraNightGaps_u,IntraNightGaps_g,IntraNightGaps_r,IntraNightGaps_i,IntraNightGaps_z,IntraNightGaps_y,Uniformity_u,Uniformity_g,Uniformity_r,Uniformity_i,Uniformity_z,Uniformity_y,Parallax_u,Parallax_g,Parallax_r,Parallax_i,Parallax_z,Parallax_y,ProperMotion_u,ProperMotion_g,ProperMotion_r,ProperMotion_i,ProperMotion_z,ProperMotion_y,NinGaia,Mtot,Nexpected_u,Nexpected_g,Nexpected_r,Nexpected_i,Nexpected_z,Nexpected_y
1326,ASCC_54,146.1975,-54.435,0.3224,11.25,99.999,8.865,9.0,10.0,10.0,10.0,10.0,9.0,25.268104531276656,26.587691892729545,26.286445970853606,25.721711764780295,25.125055469289308,23.935161332826866,25.599999999999962,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,54.91261373555244,27.931789995611325,25.05844549195899,18.4527154003772,26.948260327641037,87.88782410495332,1.1993648339412175,0.49804666300769895,0.04518442181870341,0.021808032179251313,0.021717139868997037,0.5570088736130856,0.20670871651701403,0.09492949926036084,0.1290781706452708,0.20303369382789357,0.16748390270341446,0.22072677104037441,3.183260185324296,1.8214324032430687,1.6911679998249594,1.7628368904222071,2.1698934075111547,4.956266314786171,0.9130058777390865,0.5845898526425027,0.5336083443682815,0.5353848732484654,0.6073547538885878,1.4339789501297286,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,Ruprecht_81,146.2995,-44.1,1.9995,12.6,99.999,8.98,9.0,10.0,10.0,10.0,10.0,8.0,25.43682232729932,26.802981514859905,26.35882518896964,25.70384437602046,25.119879705765662,23.86954396632642,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,50.97448850124056,18.374629708818247,25.8360007779047,23.980706741167523,22.84455468582746,65.96988437236723,0.03044397197663784,0.02212770190089941,0.023109569563530385,0.011034772382117808,0.011219839565455914,0.5550788241089322,0.17153443554795214,0.11180348937080942,0.17456637479982565,0.1661177992955385,0.1501119479140461,0.18866922584567547,3.242705016127634,1.756327627416302,1.8090421125818121,1.9906475375178518,2.3575685853984494,5.714020402511763,0.8497109671839905,0.49491067981128645,0.49774785283121664,0.5815648021315584,0.6407409182580599,1.5780996304922392,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,Ruprecht_82,146.4375,-53.968,1.55,11.9,99.999,8.37,9.0,10.0,10.0,10.0,10.0,8.0,25.362616439818968,26.648534344160105,26.2427106396336,25.681572651798707,25.06833845287339,24.02132358780319,23.79999999999997,25.199999999999964,25.399999999999963,26.39999999999996,26.39999999999996,24.999999999999964,58.85417356812832,27.931789995611325,24.54900418669422,18.95535109432967,24.967208277565078,55.853775671319454,0.3883140964899212,0.1218809733109083,0.20226267096586525,0.050188580324174836,0.033186020533321425,0.34083984114113264,0.1318676985580465,0.09915106374456045,0.11472447598044062,0.14759707382574186,0.09542890766855336,0.3300299928975895,3.029173870513868,1.7530977506570578,1.7747367706743449,1.844374043076091,2.261774758761594,4.531855457792671,0.881198129421308,0.5549175659859492,0.5436229749123479,0.561283256648426,0.7104647194775742,1.4947016110588924,88,991.0107442456904,178.36211374933936,257.8609956527286,351.03582582670845,521.3608424402154,681.8352122559199,785.0390711616661
1329,FSR_1541,146.71650000000002,-64.632,0.3224,12.8,99.999,9.4,8.0,10.0,10.0,10.0,10.0,10.0,25.230377223829716,26.52318813722939,26.417376908303684,25.83076283796883,25.17592359199736,24.155707606627242,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,30.434809195954585,23.39030727109639,16.37592879323347,17.00516385877563,21.890725943441794,29.458583757423185,0.009964900847990066,0.021835809806361794,0.3984630118939094,0.16712477785767987,0.5457453889539465,0.5516596025554463,0.13862251978767212,0.10019244460672445,0.15698460788849825,0.09429798958037902,0.09113109696330704,0.12338261397670043,3.0167422494757083,1.742097649169046,1.339673280901186,1.4571569400085433,1.8992925455604721,3.9702471766708487,0.9121162860253177,0.5951390511082175,0.45077183416010547,0.46983646009642777,0.6455728116855725,1.3746513737194492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,FSR_1451,146.9025,-37.055,1.5810000000000002,11.001,99.999,8.5,10.0,10.0,10.0,10.0,10.0,10.0,25.93630057122668,27.009952347470584,27.025512783160075,26.47590717914285,25.686284873017495,24.86795161057166,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,28.31815368712705,21.95095070602838,6.005279067234369,7.025652442112914,5.928251613368047,10.001977532425371,0.025470721040619537,0.057145821454469115,0.03322187272715382,0.021784039156045765,0.021916159603279084,0.4865224718232639,0.10552812905010413,0.08807856102908682,0.10923077507229809,0.10148160141647461,0.10468709728560664,0.09900263452637416,1.8965042451862573,1.4745419263581483,0.9334889763261207,1.0217002717652566,1.3837875718818402,2.25971494322226,0.5111378946665543,0.4088009401988178,0.2784790791529655,0.30264694437781947,0.4107291845421515,0.6608808794223562,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331,FSR_1509,147.0045,-55.067,3.6456,12.1,99.999,8.85,9.0,10.0,10.0,10.0,10.0,8.0,25.33547626412107,26.669929625115046,26.281537017111386,25.7451180217356,25.135182590825874,23.76796088318253,25.599999999999962,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,51.39334861131283,24.050716167850624,22.917663546919357,17.962006077708793,24.42486033674504,356.99303747380327,2.377388238091953,0.06489020615117624,0.033650515833869576,0.03433993714861572,0.01705037636565976,0.34623858498525806,0.2667818977282138,0.13420101313308222,0.11468306776488732,0.1349866654055104,0.0962914019857265,0.38002496182828394,2.9703421182649574,1.6644234454430298,1.6744964373532594,1.710663024601188,2.140530557891382,5.657271281960366,0.8409944056586525,0.4856896022290967,0.4875518717665579,0.5353157225235025,0.6314157982253641,2.0232346460803585,16,566.6597634167367,76.2363022623655,158.31867463916768,211.70295429296604,305.4012794934502,388.8532628518331,441.3316235418571
1332,NGC_3033,147.1275,-56.425,1.0261,10.15,99.999,8.62,9.0,10.0,10.0,10.0,10.0,9.0,25.486517387801683,26.724168818552908,26.330832672851262,25.699102626384512,25.067267431281817,23.802430850138634,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,50.963933263854415,21.976493777594442,17.82082644181355,19.825819494541065,22.851700718576467,271.17813787686464,0.010175941628403962,0.010988272028043866,0.022269546054303646,0.04680025699781254,0.033965574111789465,0.5570000057341531,0.16055248764988317,0.08745667700763436,0.08668983258255557,0.17685937401435578,0.12230256032309327,0.29960237644041765,2.6103671020178236,1.5961109928316666,1.5751576923104718,1.7424018787669526,2.2478654680887793,5.502746174342621,0.7862918635433824,0.4917889398627775,0.47088626868831335,0.542923979838352,0.6378570902041558,1.71087187941739,79,489.81543506398975,72.38492499375641,100.24072878584549,139.5533156040813,216.99313588769814,292.7430929203441,338.4967527096714
1333,FSR_1513,147.15,-55.790000000000006,1.6151000000000002,11.3,99.999,8.92,9.0,10.0,10.0,10.0,10.0,9.0,25.396713872016782,26.672396153745105,26.3548897225586,25.733508827706288,25.123721357337683,23.934963657374517,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,42.800923088285344,20.91727894466021,17.869890581117943,18.83758582183509,23.3227246826209,191.45465591003085,0.03043647820595652,0.21048582071671262,0.04357950240955688,0.033360182074829936,0.010990022274199873,0.5491122887469828,0.14431722986343348,0.08949657378609124,0.09442556447690012,0.13206490387870168,0.14038112076981066,0.3648197677447655,2.8287187220083125,1.6312852229272898,1.5691872163773788,1.710137953109685,2.172491127395163,4.8182607247347224,0.8162644733931737,0.5028381495001754,0.4661614392696973,0.5330034281278011,0.606238267309316,1.6151182301552536,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,Ruprecht_84,147.28500000000003,-65.24,0.5177,11.0,99.999,8.56,9.0,10.0,10.0,10.0,10.0,10.0,25.274151358992416,26.475174285906323,26.453039311860145,25.92377571760217,25.220147563948352,24.335848802813437,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,46.86841893651581,27.79931318092713,17.919680762417556,14.07682387557361,19.869703932636185,26.37827735814426,0.009964900847990066,0.055124267761129886,0.2918596587551292,0.2885908257449046,0.5707354234764352,0.5432329124305397,0.14750382398516285,0.11567374686552204,0.19596996108974657,0.09809307578749646,0.10502613658602936,0.19424160366729193,2.8656034139975457,1.751685146753066,1.2836916975166721,1.3445755515568818,1.8225864281163386,3.3011121801803123,0.8806933014792234,0.6106973262617533,0.43033344873798623,0.4217169051919491,0.6037058556046048,1.0324781312422155,59,409.309388225376,61.322732543925845,85.8526441802726,121.82684631140089,190.14058320621615,254.14838533690042,293.0327772183112
1335,Ruprecht_83,147.32999999999998,-54.612,3.8719000000000006,14.3,99.999,6.4,9.0,10.0,10.0,10.0,10.0,9.0,25.341411221825588,26.644137586284064,26.268449564845376,25.765613829341657,25.133894065697,23.903217068994998,23.79999999999997,26.19999999999996,26.19999999999996,26.39999999999996,27.999999999999954,25.599999999999962,69.88240692050022,26.39668962538417,24.011805333924713,20.458132334832044,23.894142532233673,191.92249769232149,0.020334211585577577,0.21048582071671262,0.022715645609423518,0.010977839701808989,0.010823188262293115,0.5570088736130856,0.23510826386596653,0.1470851586713159,0.10003681141626386,0.14574178625616854,0.13211342310186525,0.19857182248727462,3.010675183823462,1.7487080740666332,1.7231774732370269,1.7467341094374484,2.1551564365000178,5.121868051471081,0.9149620448723509,0.5167762503939183,0.5266355399007766,0.540017738830097,0.6110850330311958,1.5461186416074908,58,3056.6068570389925,165.63446897608594,720.8181988475063,1546.068427572607,2958.446984432043,4412.126413143789,3888.8078097569996
1336,NGC_3036,147.315,-62.67000000000001,1.2896,10.65,-0.714,8.99,9.0,10.0,10.0,10.0,10.0,8.0,25.237727936605797,26.628268224098093,26.22207826656365,25.627503080973447,25.091545917439756,23.817745232457533,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,57.84128000563214,24.985684013008722,24.947787444594724,20.958514622834628,26.85528283543681,180.5740640877375,0.46014762789127417,0.03357932047219947,0.032795831677503884,0.027381960506318137,0.049955378141021356,0.5210087765590288,0.29060366947720373,0.10488105836634105,0.1263812939666828,0.13198675474029936,0.12374974279071076,0.30702381434344633,3.0826042981245423,1.6026397251654498,1.6312084746237268,1.7057610449619653,2.0942666417966427,5.417506128626355,0.8545361492517771,0.5179353952560889,0.48765118348654857,0.5001370424434561,0.6107768149397217,2.2037183827404836,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,FSR_1566,147.645,-72.762,0.6448,11.0,99.999,9.43,7.0,10.0,10.0,10.0,10.0,7.0,25.043413781365274,26.2053618002863,25.82942006353262,25.00657731512717,24.47270030904361,23.62234164071566,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,32.928147453058045,43.411188590307574,33.834730933751416,22.97597810500156,43.818333216062456,60.340367653498106,0.0961373359314166,0.010982287611113861,0.18371887964894995,0.28876104910159484,0.3452530019567348,0.5563449362525716,0.33503263324432714,0.21533024437235057,0.1678713273094118,0.21376309702805674,0.1542686755794547,0.26462576549613887,3.2418695749408317,2.1997416617129955,2.0948969784450395,2.8213689064173737,3.459672126468946,6.403708661150208,0.9503955836385661,0.6544922916281568,0.6466110481029922,0.7676200116139011,1.1364140604041524,2.3088319121333307,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1338,Pismis_16,147.81450000000004,-53.17300000000001,1.9375,11.65,99.999,7.1,7.0,10.0,10.0,10.0,10.0,8.0,25.36029300842784,26.566230432293555,26.343391778903204,25.750817668660552,25.109100339681667,23.97196288180085,23.59999999999997,25.399999999999963,25.99999999999996,26.39999999999996,25.99999999999996,25.199999999999964,53.32058907408282,20.91732847894309,17.847926761231065,21.931593097637233,24.377296201513673,52.833109615436115,0.38300960217020474,0.01629728593979962,0.0562147032469511,0.02281605775351636,0.02269564036396332,0.03427046156139113,0.36722573895411154,0.12119956540661186,0.19582281982976554,0.18614582666020893,0.08432701024221623,0.3120921302399678,3.1115325154666067,1.895550557584279,1.697441125550661,1.7719474038820486,2.1953225174263697,4.88148813616778,0.938684773866789,0.598206075545576,0.4869308283707769,0.5512325031881952,0.6757613530803004,1.6168528007271856,1,9.901339880996984,1.2349149126377057,3.1180408432646414,5.322564266428739,9.424986419322218,13.620481167097072,14.110795518004041
1339,Hogg_2,147.89999999999998,-56.31,1.9375,11.5,99.999,8.2,9.0,10.0,10.0,10.0,10.0,8.0,25.405860677514024,26.615764196921205,26.309609869342232,25.60698934967437,25.069133653705805,23.853103407520642,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,56.36370413150871,21.38280865832712,17.805676822419628,19.386389797313313,24.4285748479997,271.1776917778625,0.02520366696990095,0.011218099272809923,0.021539370180107653,0.05404076515696943,0.04553056717850268,0.5570000057341531,0.18615647575665883,0.09429293504129112,0.1162612945828381,0.16257365972864152,0.14653700617785292,0.36263365748045784,2.7965245713877236,1.7163511027778848,1.592838930827269,1.873446279892846,2.241319965624397,5.175264817006843,0.8411595844918541,0.5418494577811435,0.47759997735882687,0.5716399793521303,0.6230597787632818,1.710115489504295,26,276.6136362862619,54.52884612111081,74.66631884275066,99.24897269951074,149.88033268534815,202.52267380698666,239.4865540239199
1340,ASCC_55,148.5,-57.077,0.6448,10.001,99.999,8.45,8.0,10.0,10.0,10.0,10.0,8.0,25.373694123838856,26.69575183284906,26.301451561224177,25.684199540086624,25.085325672084252,23.86006255477149,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,50.97021615565609,20.9168128557576,20.051744401513133,21.42694236562602,27.500042531970394,179.53231043523556,0.01012134924530983,0.28151344950310886,0.033300961658824235,0.045623123383848,0.02199362078681588,0.5608626650646329,0.10615636029522559,0.10645087311533383,0.11412824290046678,0.15865196717908048,0.12115035153904145,0.3716912469636617,2.8369983603169193,1.5970545494525485,1.599722321522555,1.8135379385028496,2.226323382587487,5.197009205259184,0.8830469899165956,0.4941016518928902,0.47447976580624707,0.5650993005231556,0.6304269450785257,1.731291824023956,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,Collinder_213,148.68,-50.925,0.2201,10.85,99.999,8.87,8.0,10.0,10.0,10.0,10.0,9.0,25.335892503107345,26.745459548595562,26.41556519508399,25.762970914131728,25.04313832880711,23.93100166952461,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,44.37489559919777,19.26701328287163,17.996623321418156,21.86357500893064,23.876846176954132,177.98416991703925,1.183637097274186,0.011062203819165006,0.011222581146284938,0.016910640784772113,0.045224991627037525,0.45182636857498437,0.26196280762506924,0.09153744355852388,0.12457738008110575,0.08148670564569994,0.20432551666360121,0.2723326582861306,3.216591285293364,1.7669046617518422,1.5940552262157586,1.8116978894814901,2.40383064655386,5.032810670754242,0.9015608196722832,0.5695040566757948,0.46154569810761426,0.5745614871657603,0.8275363286336138,1.6620619630564837,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,FSR_1475,148.64249999999998,-42.235,1.2896,12.26,99.999,9.15,10.0,10.0,10.0,10.0,10.0,10.0,25.67954817213886,26.879544073869642,26.79928248127592,26.297036289451977,25.488220622479357,24.617925924336376,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,31.048691805939598,23.919147955391963,9.967141872220964,9.988251731461787,13.814267195113644,22.333387786333333,1.6785948919714428,0.05623257756815292,0.6214726652833633,0.5858190022408962,0.45290824805852026,0.5417904850328341,0.16044369437775388,0.09136964341373657,0.1351905713274613,0.11904490630552289,0.10243197159200096,0.10578506512653979,2.363154738227659,1.6180676063506858,1.1662735262220605,1.2158330975301306,1.6606479909424705,2.8225009166470727,0.6666108645627168,0.46968593571952866,0.3308230655875213,0.34650997172890163,0.48780463827987314,0.8160055463033606,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,FSR_1521,148.83,-56.615,1.1625,11.0,99.999,8.705,8.0,10.0,10.0,10.0,10.0,7.0,25.35917369392155,26.655320150126457,26.30659641944755,25.650138260523498,25.052103916953918,23.84086087330125,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,54.82593527930294,21.444742971456435,18.89687005507949,21.03202030547982,30.936594609251188,271.17813787686464,0.015452921914402395,0.010784722486278042,0.010863012168556452,0.011194676830200478,0.011282891035079956,0.5564410587830935,0.14242717376066116,0.11154796167700061,0.15337384675016869,0.14257353580653143,0.11812816329155339,0.3982111711914557,2.8708218048954235,1.6771375993692594,1.6156713818793635,1.8873969793661993,2.3250740445470472,5.143411542559259,0.8266800959563261,0.5069625642276899,0.4620719183979222,0.6087112363971553,0.674195239802488,1.7110427710071074,42,356.01370569798786,59.94202762837022,81.0572005133179,111.33972631998873,169.1599122623989,222.12763139614552,256.6146790671097
1344,ESO_435-09,148.8675,-28.965,2.2599,12.0,99.999,8.425,10.0,10.0,10.0,10.0,10.0,10.0,25.851115379134054,26.94394391570279,27.00185815477273,26.473174214272643,25.563881746098748,24.849877999999226,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,23.881240242240892,20.981687671017426,5.986073427680822,7.238640800860594,8.121304804961255,11.95346970623359,0.026993355742888525,0.02724182084784843,0.043900882825255394,0.045694025815464556,0.16228038811823353,0.4932186686201021,0.13584587041594468,0.08214452984852688,0.10666260108482047,0.0866329516515128,0.09246277531545659,0.09413497732601289,2.232731245312848,1.635376962875955,1.0063514821843003,1.1063140841059516,1.6033749590969302,2.4223702453229126,0.5477095500301432,0.4079112986796069,0.27292548906360103,0.292634003122027,0.4283230015317601,0.6474240970824353,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,Ruprecht_160,149.085,-47.03,1.9375,11.9,99.999,8.62,9.0,10.0,10.0,10.0,9.0,9.0,25.465767347345263,26.778961735427057,26.39768693443586,25.635545275666267,24.8556621545682,23.858647886275325,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,88.76389041642688,26.849077921135176,21.912123487327335,23.941362816454784,25.94055895673955,302.1597594638515,0.4250840978929773,0.01666870282497257,0.011395252542570233,0.02251063412404619,0.02855690967408009,0.5505654818261974,0.22021019311139228,0.1182544162259835,0.19856863720878587,0.18450943363911376,0.16640231159744723,0.17363332170104293,3.067470950725713,1.7706825392168557,1.659069797610303,2.1233007385748244,2.9377086078950363,5.656227695205347,0.8516055165927624,0.5217944005891876,0.4487836792297387,0.6049321636285684,0.8256426025836685,1.5741591405582536,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,FSR_1498,149.1,-50.27,2.2475,13.7,99.999,6.0,9.0,10.0,10.0,10.0,10.0,8.0,25.398743702622774,26.752053083238728,26.359254265327692,25.839203626400504,25.153414110064038,23.995154442871026,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,324.12973092938773,24.992291305985418,25.006713621434756,22.945004165841965,23.940419822400145,29.566622428897972,0.010414229531306773,0.02287872531451285,0.01106422019074671,0.04612434984301217,0.028435381333110854,0.1242425714735873,0.2476473179750982,0.08828292321211961,0.20017407239146737,0.15144162641650125,0.12031030624114084,0.278049743982603,3.133962627906988,1.7375599375001924,1.6859365601130394,1.7152712473236549,2.184410093362666,4.876918478166043,0.9663292721034964,0.5123648248461633,0.463729567943118,0.508152430284345,0.6903897894831458,1.2738456412432748,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,FSR_1413,149.16000000000003,-29.445,1.2896,11.9,99.999,8.95,10.0,10.0,10.0,10.0,10.0,10.0,25.839452706553217,26.94793496759298,26.992409280159137,26.47876637454456,25.569069643981535,24.876373121849387,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,23.881022288835084,19.785656335057865,4.991938292154373,6.971976318542147,7.064712066669017,18.369960014613753,0.01989838929148391,0.04403530934359878,0.04568949015811086,0.038062891020672396,0.03312669595470652,0.45376756513724104,0.08982516301886903,0.09847937162769574,0.11378208289399191,0.11183571313717208,0.09399950227761815,0.08656753715588575,2.318694870814917,1.6105459922303305,1.0118470088253535,1.091656623269176,1.5838042061854276,2.361787633072799,0.5853626923501901,0.4020170304766596,0.2811777770042781,0.2902752718771632,0.41692502876850335,0.6534021653221572,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,FSR_1517,149.25,-54.818,2.7745,14.4,99.999,8.81,9.0,10.0,10.0,10.0,10.0,8.0,25.429369212573476,26.721882562574812,26.29686369482468,25.693066495080906,25.136702778018268,23.938348117733,22.799999999999972,24.799999999999965,24.799999999999965,25.399999999999963,25.599999999999962,24.399999999999967,33.74452165103867,19.927391179349797,24.915427142004773,18.967742554916185,23.84963902101299,60.4053539682136,0.06139774841722101,0.03298288257792592,0.027469965250929818,0.01662709191441536,0.022184682078659534,0.5564454927225597,0.19077137574492095,0.08412788572394876,0.13176704787195104,0.17820877409296595,0.1364793197529111,0.35780738002041607,2.828131376878146,1.6598335622292344,1.691961592105389,1.8383708672860928,2.1406503040726013,4.872874348458826,0.8292573702127921,0.5247126643418041,0.47594797740687234,0.5634703298268858,0.6491056038513774,2.0133945429198894,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,Hogg_4,149.4675,-54.625,1.0323,11.35,99.999,8.3,9.0,10.0,10.0,10.0,10.0,8.0,25.459037701509118,26.705084279599575,26.280914539591866,25.693457221522237,25.107703772558278,24.002034174767463,22.799999999999972,24.799999999999965,24.799999999999965,25.199999999999964,25.599999999999962,24.399999999999967,30.915495246848877,21.50027889433113,24.915427142004773,19.494828102353495,23.885860263268114,49.78912306747225,1.0796939303108957,0.010792944522108883,0.010792944522108883,0.08242106097168289,0.044493407767731696,0.5548461621219758,0.23525632676745895,0.12266561937323231,0.12609387544820613,0.14039447940028818,0.10189364288208502,0.3800296022426383,2.7402786215709543,1.7033628099306375,1.7407607772254714,1.8424490477470021,2.2112552508096837,4.6065614602011005,0.7494406768162968,0.5123219929572791,0.4749387860859147,0.569133209779795,0.6793870740468958,1.9988502140478193,195,1586.4744510493306,268.3680181395048,385.4974268604768,524.916801618692,806.1511275562069,1078.3742786117616,1266.4825542726805
1350,ESO_435-17,149.6925,-30.908000000000005,0.1612,12.8,99.999,9.285,10.0,10.0,10.0,10.0,10.0,10.0,25.90805340557722,26.991426963158066,27.06214959051615,26.50157200732865,25.609827658577714,24.8577220835815,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,24.462909317411686,17.036460384169914,4.998969430213037,7.760331349731132,6.909898625162896,9.98017934836389,0.020250462228432298,0.037950645288219675,0.07697627402376384,0.05707844762946479,0.1385766580933705,0.5069053749321029,0.10037275914286341,0.12739399960303888,0.10039720711124654,0.12797736677829294,0.09860230234814317,0.10131257513546106,2.1505628521309803,1.519277825586986,0.9653474108587092,1.0679172141788924,1.5130746419339929,2.402947442204143,0.5289772722100439,0.3710759905379829,0.25101203379553516,0.28449043189221623,0.4096457789730101,0.6521744922686421,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,FSR_1554,149.7045,-67.739,0.9672000000000001,11.0,99.999,9.05,10.0,10.0,10.0,10.0,10.0,10.0,25.524859654362373,26.61196696962836,26.559641471664644,25.989719293428138,25.291998749789087,24.44551143477455,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,29.941605615633307,20.944047000069986,10.988119882764295,9.86597441736376,18.80727770305748,21.032275710778777,0.010204800870269537,0.07913173385895789,0.3616983590181917,0.24111507064662874,0.337581166124437,0.28078059988911264,0.10370305020850203,0.08963768155586782,0.10209864144507162,0.10819784042419844,0.1371851866644881,0.15901095520897518,2.2086910068744308,1.548271781370538,1.1106192438109503,1.2505112860960874,1.6890598127863838,3.005340115927152,0.6865360779412034,0.5088936115214656,0.3590318718559933,0.3912088432802036,0.571363504587627,0.9869522412455313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,FSR_1481,149.835,-43.908,1.2896,13.2,99.999,9.12,9.0,10.0,10.0,10.0,10.0,9.0,25.612094222322934,26.855445704264525,26.715347421978247,26.21955452373776,25.426831625497364,24.53332216791619,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,30.78626103370334,23.322864790752647,10.6111004629347,10.871228630618134,14.851894527848344,22.92569248284417,1.1204763111309148,0.021509789919946343,0.5711277208174579,0.5305864469264634,0.12298628519056365,0.5451280866691377,0.1506703159629385,0.18263117686956326,0.12078524926994862,0.11461636979290041,0.10875209879068742,0.162801873980393,2.52355575334474,1.6931800132929125,1.2350211553286892,1.2810077496669499,1.7141150696134146,2.9411911538671194,0.7085208359601882,0.46340047398977774,0.34895448391346695,0.3767789011402419,0.5303154903357905,0.8416438424841794,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,FSR_1518,149.88000000000002,-54.51,1.9375,11.5,99.999,7.6,9.0,10.0,10.0,10.0,10.0,8.0,25.3397709029134,26.705790684110532,26.30653396556706,25.800003652118072,25.199015222071107,23.872922587958328,23.39999999999997,25.199999999999964,25.399999999999963,25.79999999999996,26.19999999999996,24.799999999999965,57.90191672373476,24.014542166631145,21.40606834272694,18.967742554916185,23.8129684251835,177.9499284418016,0.01012323674513027,0.01663420387194492,0.011074430134613067,0.011202407564269379,0.039375638240017,0.5548461621219758,0.1812468658133038,0.07576283216715027,0.16878370319583147,0.18333710637426254,0.14961726635574008,0.33736755219455977,3.107711508097822,1.7079348730002786,1.682915529546097,1.6921124252371116,2.0357831630749694,5.194554414027614,0.8538843016998945,0.5290780862243873,0.47506632576028485,0.5006510360055765,0.5922391508399943,1.7506754330218377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,DBSB_125,149.85,-57.07,2.4211,12.5,99.999,8.38,9.0,10.0,10.0,10.0,10.0,9.0,25.392779897779192,26.705157404108228,26.25964239407637,25.68990938129239,25.115150933052437,23.835450144102857,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,27.999999999999954,29.35372709708463,21.991089649010974,18.45343758819581,21.029186652718636,23.81575013809197,325.50363501294123,0.01522750678122975,0.05113743053516373,0.03306039213202894,0.021992064983351156,0.02188710731570609,0.5497936496394686,0.19238136145052795,0.1143903167395726,0.21535933423472772,0.1782184054714924,0.10129570451220066,0.3405832974472194,2.79583956159913,1.6428411779461225,1.6738781737883386,1.7714950711272226,2.1453219594853348,5.415857939014388,0.8317136914086559,0.4855638958660038,0.4579949778630398,0.5294463365118091,0.6118555876940536,1.7398993664378843,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
